name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-1234 b,2990,8.3 Earths,15.915,2016
Kepler-1235 b,1763,0.418 Earths,14.079,2016
Kepler-1236 b,3261,5.22 Earths,16.145,2016
Kepler-1237 b,3472,8.55 Earths,16.012,2016
Kepler-1238 b,5324,4.38 Earths,14.919,2016
Kepler-1239 b,6983,8.75 Earths,15.391,2016
Kepler-123 b,3333,0.174 Jupiters,14.129,2014
Kepler-123 c,3333,2.79 Earths,14.129,2014
Kepler-1240 b,2812,1.6 Earths,14.092,2016
Kepler-1241 b,3160,7.41 Earths,15.886,2016
Kepler-124 c,1370,3.71 Earths,14.4,2014
Kepler-124 d,1370,1.41 Earths,14.4,2014
Kepler-1250 b,6938,4.35 Earths,15.693,2016
Kepler-1251 b,2943,4.04 Earths,15.024,2016
Kepler-1252 b,2117,3.43 Earths,14.743,2016
Kepler-1253 b,1678,2.33 Earths,12.588,2016
Kepler-1254 b,2032,3.02 Earths,15.541,2016
Kepler-1254 c,2032,2.24 Earths,15.541,2016
Kepler-1254 d,2032,2.27 Earths,15.541,2016
Kepler-1255 b,5275,5.99 Earths,15.308,2016
Kepler-124 c,1370,3.71 Earths,14.4,2014
Kepler-124 d,1370,1.41 Earths,14.4,2014
Kepler-1250 b,6938,4.35 Earths,15.693,2016
Kepler-1251 b,2943,4.04 Earths,15.024,2016
Kepler-1252 b,2117,3.43 Earths,14.743,2016
Kepler-1253 b,1678,2.33 Earths,12.588,2016
Kepler-1254 b,2032,3.02 Earths,15.541,2016
Kepler-1254 c,2032,2.24 Earths,15.541,2016
Kepler-1254 d,2032,2.27 Earths,15.541,2016
Kepler-1255 b,5275,5.99 Earths,15.308,2016
Kepler-124 c,1370,3.71 Earths,14.4,2014
Kepler-124 d,1370,1.41 Earths,14.4,2014
Kepler-1250 b,6938,4.35 Earths,15.693,2016
Kepler-1251 b,2943,4.04 Earths,15.024,2016
Kepler-1252 b,2117,3.43 Earths,14.743,2016
Kepler-1253 b,1678,2.33 Earths,12.588,2016
Kepler-1254 b,2032,3.02 Earths,15.541,2016
Kepler-1254 c,2032,2.24 Earths,15.541,2016
Kepler-1254 d,2032,2.27 Earths,15.541,2016
Kepler-1255 b,5275,5.99 Earths,15.308,2016
Kepler-124 c,1370,3.71 Earths,14.4,2014
Kepler-124 d,1370,1.41 Earths,14.4,2014
Kepler-1250 b,6938,4.35 Earths,15.693,2016
Kepler-1251 b,2943,4.04 Earths,15.024,2016
Kepler-1252 b,2117,3.43 Earths,14.743,2016
Kepler-1253 b,1678,2.33 Earths,12.588,2016
Kepler-1254 b,2032,3.02 Earths,15.541,2016
Kepler-1254 c,2032,2.24 Earths,15.541,2016
Kepler-1254 d,2032,2.27 Earths,15.541,2016
Kepler-1255 b,5275,5.99 Earths,15.308,2016
Kepler-1256 b,2907,2.83 Earths,13.685,2016
Kepler-1257 b,3608,2.92 Earths,15.644,2016
Kepler-1258 b,2341,0.566 Earths,13.929,2016
Kepler-1259 b,2628,2.63 Earths,15.556,2016
Kepler-125 b,598,6.21 Earths,15.431,2014
Kepler-125 c,598,0.33 Earths,15.431,2014
Kepler-1260 b,5658,3.78 Earths,14.953,2016
Kepler-1261 b,2428,5.73 Earths,15.817,2016
Kepler-1262 b,3441,3.97 Earths,15.155,2016
Kepler-1263 b,2169,1.55 Earths,15.173,2016
Kepler-1271 b,2714,2.79 Earths,14.075,2016
Kepler-1272 b,3935,6.21 Earths,14.734,2016
Kepler-1273 b,3635,6.76 Earths,16.03,2016
Kepler-1274 b,2005,2.6 Earths,11.717,2016
Kepler-1275 b,3764,2.79 Earths,14.595,2016
Kepler-1276 b,1757,1.81 Earths,12.992,2016
Kepler-1277 b,1818,3.19 Earths,14.306,2016
Kepler-1278 b,2901,1.01 Earths,13.782,2016
Kepler-1279 b,4874,3.71 Earths,14.137,2016
Kepler-127 b,1151,2.54 Earths,11.746,2014
Kepler-127 c,1151,7.56 Earths,11.746,2014
Kepler-127 d,1151,7.46 Earths,11.746,2014
Kepler-1280 b,4850,4.16 Earths,14.196,2016
Kepler-1281 b,3556,3.33 Earths,15.961,2016
Kepler-1282 b,3599,3.02 Earths,15.707,2016
Kepler-1283 b,9532,4.31 Earths,15.269,2016
Kepler-1284 b,2878,1.92 Earths,15.912,2016
Kepler-1285 b,1377,0.871 Earths,11.717,2016
Kepler-1286 b,4418,5.27 Earths,15.278,2016
Kepler-1287 b,3273,2.99 Earths,15.216,2016
Kepler-1325 b,3175,8.55 Earths,15.311,2016
Kepler-1326 b,2278,16.3 Earths,12.842,2016
Kepler-1327 b,2212,3.89 Earths,13.966,2016
Kepler-1328 b,2654,0.904 Earths,13.969,2016
Kepler-1329 b,1918,5.35 Earths,15.958,2016
Kepler-132 b,1140,1.92 Earths,11.922,2014
Kepler-132 c,1140,2.18 Earths,11.922,2014
Kepler-132 d,1140,3.02 Earths,11.922,2014
Kepler-132 e,1140,1.76 Earths,11.922,2016
Kepler-1330 b,5612,3.36 Earths,15.076,2016
Kepler-1325 b,3175,8.55 Earths,15.311,2016
Kepler-1326 b,2278,16.3 Earths,12.842,2016
Kepler-1327 b,2212,3.89 Earths,13.966,2016
Kepler-1328 b,2654,0.904 Earths,13.969,2016
Kepler-1329 b,1918,5.35 Earths,15.958,2016
Kepler-132 b,1140,1.92 Earths,11.922,2014
Kepler-132 c,1140,2.18 Earths,11.922,2014
Kepler-132 d,1140,3.02 Earths,11.922,2014
Kepler-132 e,1140,1.76 Earths,11.922,2016
Kepler-1330 b,5612,3.36 Earths,15.076,2016
Kepler-1325 b,3175,8.55 Earths,15.311,2016
Kepler-1326 b,2278,16.3 Earths,12.842,2016
Kepler-1327 b,2212,3.89 Earths,13.966,2016
Kepler-1328 b,2654,0.904 Earths,13.969,2016
Kepler-1329 b,1918,5.35 Earths,15.958,2016
Kepler-132 b,1140,1.92 Earths,11.922,2014
Kepler-132 c,1140,2.18 Earths,11.922,2014
Kepler-132 d,1140,3.02 Earths,11.922,2014
Kepler-132 e,1140,1.76 Earths,11.922,2016
Kepler-1330 b,5612,3.36 Earths,15.076,2016
Kepler-1355 b,2973,2.73 Earths,15.595,2016
Kepler-1356 b,2757,2.96 Earths,15.887,2016
Kepler-1357 b,3313,2.18 Earths,15.322,2016
Kepler-1358 b,1784,1.46 Earths,14.693,2016
Kepler-1359 b,2006,8.4 Earths,15.987,2016
Kepler-135 b,2028,3.93 Earths,12.794,2014
Kepler-135 c,2028,1.65 Earths,12.794,2014
Kepler-1360 b,4946,11.5 Earths,14.007,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1362 b,2385,7.27 Earths,16.05,2016
Kepler-1355 b,2973,2.73 Earths,15.595,2016
Kepler-1356 b,2757,2.96 Earths,15.887,2016
Kepler-1357 b,3313,2.18 Earths,15.322,2016
Kepler-1358 b,1784,1.46 Earths,14.693,2016
Kepler-1359 b,2006,8.4 Earths,15.987,2016
Kepler-135 b,2028,3.93 Earths,12.794,2014
Kepler-135 c,2028,1.65 Earths,12.794,2014
Kepler-1360 b,4946,11.5 Earths,14.007,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1362 b,2385,7.27 Earths,16.05,2016
Kepler-1378 b,1652,5.48 Earths,16.5497,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-137 b,988,2.76 Earths,13.063,2014
Kepler-137 c,988,4.19 Earths,13.063,2014
Kepler-1380 b,8034,2.63 Earths,15.816,2016
Kepler-1381 b,3905,5.69 Earths,15.579,2016
Kepler-1382 b,2408,4.19 Earths,12.857,2016
Kepler-1383 b,3351,2.57 Earths,13.832,2016
Kepler-1384 b,2016,4.42 Earths,15.7578,2016
Kepler-1385 b,2247,0.543 Earths,12.947,2016
Kepler-1348 b,3959,4.42 Earths,14.871,2016
Kepler-1349 b,901,0.271 Earths,11.209,2016
Kepler-134 b,1092,4.66 Earths,12.318,2014
Kepler-134 c,1092,2.13 Earths,12.318,2014
Kepler-1350 b,1111,6.9 Earths,16.577,2016
Kepler-1350 c,1111,3.64 Earths,16.577,2016
Kepler-1351 b,661,0.208 Earths,14.328,2016
Kepler-1352 b,2188,0.64 Earths,13.338,2016
Kepler-1353 b,1936,3.89 Earths,15.734,2016
Kepler-1354 b,3652,9.11 Earths,14.59,2016
Kepler-1355 b,2973,2.73 Earths,15.595,2016
Kepler-1356 b,2757,2.96 Earths,15.887,2016
Kepler-1357 b,3313,2.18 Earths,15.322,2016
Kepler-1358 b,1784,1.46 Earths,14.693,2016
Kepler-1359 b,2006,8.4 Earths,15.987,2016
Kepler-135 b,2028,3.93 Earths,12.794,2014
Kepler-135 c,2028,1.65 Earths,12.794,2014
Kepler-1360 b,4946,11.5 Earths,14.007,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1362 b,2385,7.27 Earths,16.05,2016
Kepler-1378 b,1652,5.48 Earths,16.5497,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-137 b,988,2.76 Earths,13.063,2014
Kepler-137 c,988,4.19 Earths,13.063,2014
Kepler-1380 b,8034,2.63 Earths,15.816,2016
Kepler-1381 b,3905,5.69 Earths,15.579,2016
Kepler-1382 b,2408,4.19 Earths,12.857,2016
Kepler-1383 b,3351,2.57 Earths,13.832,2016
Kepler-1384 b,2016,4.42 Earths,15.7578,2016
Kepler-1385 b,2247,0.543 Earths,12.947,2016
Kepler-1378 b,1652,5.48 Earths,16.5497,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-137 b,988,2.76 Earths,13.063,2014
Kepler-137 c,988,4.19 Earths,13.063,2014
Kepler-1380 b,8034,2.63 Earths,15.816,2016
Kepler-1381 b,3905,5.69 Earths,15.579,2016
Kepler-1382 b,2408,4.19 Earths,12.857,2016
Kepler-1383 b,3351,2.57 Earths,13.832,2016
Kepler-1384 b,2016,4.42 Earths,15.7578,2016
Kepler-1385 b,2247,0.543 Earths,12.947,2016
Kepler-1378 b,1652,5.48 Earths,16.5497,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-137 b,988,2.76 Earths,13.063,2014
Kepler-137 c,988,4.19 Earths,13.063,2014
Kepler-1380 b,8034,2.63 Earths,15.816,2016
Kepler-1381 b,3905,5.69 Earths,15.579,2016
Kepler-1382 b,2408,4.19 Earths,12.857,2016
Kepler-1383 b,3351,2.57 Earths,13.832,2016
Kepler-1384 b,2016,4.42 Earths,15.7578,2016
Kepler-1385 b,2247,0.543 Earths,12.947,2016
Kepler-1378 b,1652,5.48 Earths,16.5497,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-137 b,988,2.76 Earths,13.063,2014
Kepler-137 c,988,4.19 Earths,13.063,2014
Kepler-1380 b,8034,2.63 Earths,15.816,2016
Kepler-1381 b,3905,5.69 Earths,15.579,2016
Kepler-1382 b,2408,4.19 Earths,12.857,2016
Kepler-1383 b,3351,2.57 Earths,13.832,2016
